filename,class,xmin,ymin,xmax,ymax
BME_00048.jpg.png,large_orange_cone,1040,430,1118,548
BME_00048.jpg.png,orange_cone,1317,462,1365,530
BME_00048.jpg.png,orange_cone,1781,529,1864,629
BME_00048.jpg.png,orange_cone,1831,246,1913,336
BME_00048.jpg.png,large_orange_cone,891,1086,989,1218
BME_00048.jpg.png,large_orange_cone,1108,688,1171,783
BME_00058.jpg.png,blue_cone,1525,218,1537,238
BME_00058.jpg.png,blue_cone,1510,230,1534,262
BME_00058.jpg.png,yellow_cone,1891,228,1911,260
BME_00058.jpg.png,yellow_cone,1976,240,2012,286
BME_00058.jpg.png,blue_cone,1262,290,1310,358
BME_00058.jpg.png,blue_cone,1506,266,1540,318
BME_00058.jpg.png,yellow_cone,2088,329,2181,430
BME_00058.jpg.png,yellow_cone,2087,549,2203,691
BME_00058.jpg.png,blue_cone,612,369,704,483
BME_00058.jpg.png,blue_cone,1532,208,1544,224
BME_00058.jpg.png,blue_cone,1578,204,1592,224
BME_00058.jpg.png,blue_cone,1626,204,1640,220
BME_00058.jpg.png,blue_cone,1743,202,1755,222
BME_00058.jpg.png,yellow_cone,1787,207,1807,239
BME_00058.jpg.png,yellow_cone,1814,208,1830,234
BME_00058.jpg.png,yellow_cone,1825,217,1847,249
BME_00058.jpg.png,blue_cone,1854,203,1870,223
BME_00058.jpg.png,yellow_cone,1906,207,1926,235
BME_00058.jpg.png,yellow_cone,1992,212,2014,244
BME_00058.jpg.png,blue_cone,2021,204,2039,228
BME_00058.jpg.png,yellow_cone,2097,220,2125,260
BME_00058.jpg.png,blue_cone,2126,208,2144,234
BME_00074.jpg.png,blue_cone,715,345,794,440
BME_00074.jpg.png,blue_cone,924,270,958,326
BME_00074.jpg.png,blue_cone,1044,241,1072,281
BME_00074.jpg.png,blue_cone,1140,221,1160,252
BME_00074.jpg.png,blue_cone,1169,212,1185,235
BME_00074.jpg.png,yellow_cone,172,245,196,281
BME_00074.jpg.png,yellow_cone,345,229,369,261
BME_00074.jpg.png,blue_cone,487,232,507,260
BME_00074.jpg.png,yellow_cone,507,218,522,240
BME_00074.jpg.png,yellow_cone,606,210,621,229
BME_00074.jpg.png,blue_cone,660,216,680,240
BME_00074.jpg.png,yellow_cone,682,204,692,220
BME_00074.jpg.png,blue_cone,724,212,740,232
BME_00074.jpg.png,yellow_cone,1635,382,1748,522
BME_00074.jpg.png,yellow_cone,1402,290,1458,362
BME_00074.jpg.png,yellow_cone,1352,250,1388,300
BME_00074.jpg.png,yellow_cone,1390,226,1414,264
BME_00076.jpg.png,yellow_cone,600,214,618,237
BME_00076.jpg.png,yellow_cone,622,212,638,233
BME_00076.jpg.png,yellow_cone,814,202,825,218
BME_00076.jpg.png,yellow_cone,1212,212,1223,231
BME_00076.jpg.png,blue_cone,1382,211,1398,229
BME_00076.jpg.png,blue_cone,368,221,384,242
BME_00076.jpg.png,yellow_cone,638,219,655,241
BME_00076.jpg.png,yellow_cone,738,217,758,245
BME_00076.jpg.png,yellow_cone,873,222,893,247
BME_00076.jpg.png,yellow_cone,992,223,1012,250
BME_00076.jpg.png,yellow_cone,1098,225,1117,252
BME_00076.jpg.png,yellow_cone,1313,218,1331,239
BME_00076.jpg.png,blue_cone,1720,229,1738,254
BME_00076.jpg.png,blue_cone,314,234,331,260
BME_00076.jpg.png,blue_cone,332,240,354,267
BME_00076.jpg.png,blue_cone,436,239,463,271
BME_00076.jpg.png,blue_cone,586,240,613,272
BME_00076.jpg.png,yellow_cone,1184,230,1207,262
BME_00076.jpg.png,yellow_cone,1276,240,1301,274
BME_00076.jpg.png,yellow_cone,1527,232,1549,258
BME_00076.jpg.png,blue_cone,885,250,918,287
BME_00076.jpg.png,yellow_cone,1375,253,1409,294
BME_00076.jpg.png,blue_cone,970,269,1002,314
BME_00076.jpg.png,yellow_cone,1496,286,1546,350
BME_00076.jpg.png,blue_cone,945,315,998,389
BME_00076.jpg.png,yellow_cone,1619,354,1705,455
BME_00076.jpg.png,blue_cone,485,437,606,601
BME_00076.jpg.png,blue_cone,434,216,447,233
BME_00076.jpg.png,blue_cone,495,211,510,228
BME_00076.jpg.png,blue_cone,581,206,592,221
BME_00076.jpg.png,blue_cone,1520,220,1531,237
BME_00076.jpg.png,blue_cone,1304,209,1311,222
BME_00076.jpg.png,blue_cone,1235,204,1247,220
BME_00076.jpg.png,blue_cone,1174,204,1182,216
BME_00076.jpg.png,yellow_cone,1064,203,1073,218
BME_00076.jpg.png,yellow_cone,1004,202,1014,217
BME_00076.jpg.png,yellow_cone,947,201,959,216
BME_00076.jpg.png,blue_cone,986,199,993,210
BME_00076.jpg.png,yellow_cone,884,201,896,216
BME_00076.jpg.png,blue_cone,906,200,914,211
BME_00076.jpg.png,blue_cone,834,198,843,211
BME_00076.jpg.png,yellow_cone,676,209,691,226
BME_00076.jpg.png,yellow_cone,744,205,756,219
BME_00076.jpg.png,blue_cone,1117,203,1124,214
BME_00076.jpg.png,yellow_cone,1910,257,1949,297
BME_00076.jpg.png,blue_cone,674,203,684,217
BME_00076.jpg.png,blue_cone,756,240,786,276
BME_00077.jpg.png,yellow_cone,1444,194,1456,214
BME_00077.jpg.png,yellow_cone,1518,193,1530,213
BME_00077.jpg.png,yellow_cone,1656,191,1668,213
BME_00077.jpg.png,yellow_cone,1333,202,1347,226
BME_00077.jpg.png,yellow_cone,1886,197,1902,223
BME_00077.jpg.png,yellow_cone,2092,206,2116,238
BME_00077.jpg.png,yellow_cone,1308,221,1328,253
BME_00077.jpg.png,blue_cone,1035,230,1053,258
BME_00077.jpg.png,blue_cone,988,253,1019,298
BME_00077.jpg.png,yellow_cone,1351,246,1381,294
BME_00077.jpg.png,blue_cone,890,302,936,370
BME_00077.jpg.png,yellow_cone,1444,290,1496,370
BME_00077.jpg.png,yellow_cone,1696,406,1826,554
BME_00077.jpg.png,yellow_cone,1302,211,1314,237
BME_00077.jpg.png,yellow_cone,1378,198,1390,220
BME_00077.jpg.png,yellow_cone,1572,192,1584,216
BME_00077.jpg.png,yellow_cone,1762,192,1778,216
BME_00077.jpg.png,blue_cone,2090,198,2102,220
BME_00077.jpg.png,blue_cone,1980,192,1992,214
BME_00077.jpg.png,blue_cone,1846,190,1858,208
BME_00077.jpg.png,blue_cone,1070,214,1086,242
BME_00077.jpg.png,blue_cone,1108,208,1120,232
BME_00077.jpg.png,blue_cone,1182,200,1194,220
BME_00077.jpg.png,blue_cone,1232,194,1244,214
BME_00077.jpg.png,blue_cone,1310,191,1322,212
BME_00077.jpg.png,blue_cone,1542,186,1556,205
BME_00077.jpg.png,blue_cone,1455,185,1465,204
BME_00077.jpg.png,blue_cone,1379,188,1391,207
BME_00077.jpg.png,blue_cone,1635,186,1649,203
BME_00077.jpg.png,blue_cone,1734,186,1748,205
BME_00078.jpg.png,blue_cone,140,469,240,680
BME_00078.jpg.png,blue_cone,928,228,977,302
BME_00078.jpg.png,blue_cone,1009,173,1034,215
BME_00078.jpg.png,blue_cone,1033,149,1048,178
BME_00078.jpg.png,yellow_cone,1384,144,1403,174
BME_00078.jpg.png,yellow_cone,1444,160,1472,202
BME_00078.jpg.png,yellow_cone,1557,213,1613,288
BME_00078.jpg.png,yellow_cone,1991,140,2017,166
BME_00078.jpg.png,blue_cone,1148,140,1159,154
BME_00078.jpg.png,yellow_cone,1425,141,1440,162
BME_00078.jpg.png,yellow_cone,1534,140,1549,153
BME_00078.jpg.png,yellow_cone,1685,140,1698,155
BME_00082.jpg.png,yellow_cone,1678,342,1758,448
BME_00082.jpg.png,yellow_cone,1356,290,1400,362
BME_00082.jpg.png,yellow_cone,1116,274,1154,334
BME_00082.jpg.png,yellow_cone,942,265,976,317
BME_00082.jpg.png,yellow_cone,740,264,776,316
BME_00082.jpg.png,yellow_cone,504,274,544,326
BME_00082.jpg.png,yellow_cone,141,296,179,352
BME_00082.jpg.png,blue_cone,140,540,252,691
BME_00085.jpg.png,orange_cone,936,742,1028,878
BME_00085.jpg.png,orange_cone,2002,722,2060,833
BME_00090.jpg.png,blue_cone,1630,226,1651,256
BME_00090.jpg.png,yellow_cone,1971,215,1996,250
BME_00090.jpg.png,yellow_cone,2004,227,2032,265
BME_00090.jpg.png,blue_cone,1562,245,1586,283
BME_00090.jpg.png,yellow_cone,2040,240,2076,284
BME_00090.jpg.png,blue_cone,1505,260,1537,310
BME_00090.jpg.png,blue_cone,1379,302,1424,370
BME_00090.jpg.png,yellow_cone,2146,298,2202,372
BME_00090.jpg.png,yellow_cone,2086,266,2140,328
BME_00090.jpg.png,blue_cone,1690,211,1706,236
BME_00090.jpg.png,blue_cone,1712,203,1726,226
BME_00090.jpg.png,blue_cone,1727,198,1739,219
BME_00090.jpg.png,blue_cone,599,585,650,676
BME_00090.jpg.png,yellow_cone,1954,207,1971,233
BME_00090.jpg.png,blue_cone,1748,191,1760,211
BME_00090.jpg.png,blue_cone,1777,189,1789,211
BME_00090.jpg.png,blue_cone,1848,187,1860,205
BME_00090.jpg.png,blue_cone,1903,185,1915,205
BME_00090.jpg.png,yellow_cone,2159,189,2176,212
BME_00090.jpg.png,yellow_cone,2068,192,2082,214
BME_00090.jpg.png,yellow_cone,2006,191,2019,213
BME_00090.jpg.png,unknown_cone,1964,174,1978,192
BME_00090.jpg.png,blue_cone,2092,182,2107,204
BME_00090.jpg.png,blue_cone,1998,185,2010,203
BME_00090.jpg.png,yellow_cone,1950,193,1968,223
BME_00094.jpg.png,blue_cone,559,347,642,451
BME_00094.jpg.png,blue_cone,1072,282,1118,348
BME_00094.jpg.png,blue_cone,1438,258,1478,318
BME_00094.jpg.png,blue_cone,1634,253,1670,307
BME_00106.jpg.png,large_orange_cone,554,356,730,600
BME_00106.jpg.png,large_orange_cone,682,324,790,512
BME_00106.jpg.png,blue_cone,825,310,877,392
BME_00106.jpg.png,blue_cone,929,261,963,313
BME_00106.jpg.png,blue_cone,998,234,1020,270
BME_00106.jpg.png,blue_cone,1065,216,1083,248
BME_00106.jpg.png,large_orange_cone,1694,306,1846,510
BME_00106.jpg.png,large_orange_cone,1600,282,1718,450
BME_00106.jpg.png,yellow_cone,1400,264,1440,320
BME_00106.jpg.png,yellow_cone,1310,238,1338,280
BME_00106.jpg.png,yellow_cone,1288,223,1308,255
BME_00106.jpg.png,yellow_cone,140,246,168,282
BME_00106.jpg.png,blue_cone,284,254,320,294
BME_00106.jpg.png,yellow_cone,342,227,366,257
BME_00106.jpg.png,yellow_cone,460,220,478,242
BME_00106.jpg.png,blue_cone,470,230,490,262
BME_00106.jpg.png,blue_cone,1131,205,1143,230
BME_00106.jpg.png,blue_cone,1149,198,1160,221
BME_00106.jpg.png,blue_cone,1138,191,1149,211
BME_00106.jpg.png,yellow_cone,1220,182,1227,194
BME_00106.jpg.png,yellow_cone,1184,182,1191,195
BME_00106.jpg.png,yellow_cone,1240,184,1249,198
BME_00106.jpg.png,yellow_cone,1273,189,1281,202
BME_00106.jpg.png,yellow_cone,1318,212,1333,238
BME_00106.jpg.png,blue_cone,1119,185,1127,199
BME_00106.jpg.png,blue_cone,1135,182,1145,201
BME_00106.jpg.png,blue_cone,1088,183,1097,197
BME_00106.jpg.png,blue_cone,934,190,940,202
BME_00106.jpg.png,blue_cone,972,189,981,203
BME_00106.jpg.png,blue_cone,1035,182,1044,197
BME_00106.jpg.png,blue_cone,882,192,893,207
BME_00106.jpg.png,blue_cone,836,195,844,209
BME_00106.jpg.png,blue_cone,798,198,809,214
BME_00106.jpg.png,blue_cone,592,221,609,242
BME_00106.jpg.png,blue_cone,717,208,730,226
BME_00106.jpg.png,blue_cone,761,202,772,220
BME_00106.jpg.png,yellow_cone,978,182,985,196
BME_00106.jpg.png,yellow_cone,923,184,930,197
BME_00106.jpg.png,yellow_cone,866,188,873,201
BME_00106.jpg.png,yellow_cone,823,190,832,203
BME_00106.jpg.png,yellow_cone,571,208,582,227
BME_00106.jpg.png,yellow_cone,649,202,657,220
BME_00106.jpg.png,yellow_cone,708,198,716,214
BME_00106.jpg.png,yellow_cone,732,193,743,211
BME_00106.jpg.png,yellow_cone,777,189,787,207
BME_00106.jpg.png,yellow_cone,1291,194,1300,208
BME_00109.jpg.png,blue_cone,1867,202,1887,226
BME_00109.jpg.png,blue_cone,1162,225,1186,259
BME_00109.jpg.png,blue_cone,1244,217,1264,245
BME_00109.jpg.png,yellow_cone,1496,222,1520,258
BME_00109.jpg.png,yellow_cone,1598,216,1626,252
BME_00109.jpg.png,yellow_cone,1721,214,1753,250
BME_00109.jpg.png,yellow_cone,1825,213,1849,249
BME_00109.jpg.png,yellow_cone,1997,214,2021,254
BME_00109.jpg.png,yellow_cone,1442,236,1470,276
BME_00109.jpg.png,blue_cone,910,281,954,335
BME_00109.jpg.png,yellow_cone,1489,326,1570,426
BME_00109.jpg.png,blue_cone,698,360,778,460
BME_00109.jpg.png,blue_cone,1014,253,1044,303
BME_00109.jpg.png,yellow_cone,1413,266,1453,326
BME_00109.jpg.png,blue_cone,1366,207,1382,235
BME_00109.jpg.png,blue_cone,1460,200,1476,228
BME_00109.jpg.png,blue_cone,1575,198,1589,222
BME_00109.jpg.png,blue_cone,1714,200,1726,224
BME_00109.jpg.png,blue_cone,2055,203,2075,233
BME_00133.jpg.png,yellow_cone,955,216,967,235
BME_00133.jpg.png,yellow_cone,1016,213,1028,233
BME_00133.jpg.png,blue_cone,1388,214,1398,232
BME_00133.jpg.png,blue_cone,1528,215,1540,235
BME_00133.jpg.png,blue_cone,576,230,596,254
BME_00133.jpg.png,yellow_cone,829,220,848,243
BME_00133.jpg.png,yellow_cone,852,219,862,237
BME_00133.jpg.png,yellow_cone,910,224,926,248
BME_00133.jpg.png,yellow_cone,1043,228,1061,252
BME_00133.jpg.png,yellow_cone,1148,228,1164,256
BME_00133.jpg.png,yellow_cone,1309,218,1323,238
BME_00133.jpg.png,yellow_cone,1494,220,1510,243
BME_00133.jpg.png,blue_cone,1987,222,2008,246
BME_00133.jpg.png,yellow_cone,1254,231,1274,263
BME_00133.jpg.png,blue_cone,860,246,884,282
BME_00133.jpg.png,blue_cone,976,254,1006,294
BME_00133.jpg.png,yellow_cone,1361,244,1387,284
BME_00133.jpg.png,yellow_cone,1446,264,1486,316
BME_00133.jpg.png,blue_cone,892,284,936,344
BME_00133.jpg.png,yellow_cone,1556,300,1620,376
BME_00133.jpg.png,yellow_cone,1784,414,1928,564
BME_00133.jpg.png,blue_cone,216,456,352,622
BME_00133.jpg.png,yellow_cone,2009,227,2038,259
BME_00133.jpg.png,blue_cone,710,337,784,423
BME_00133.jpg.png,blue_cone,1714,218,1726,238
BME_00133.jpg.png,blue_cone,1250,212,1257,231
BME_00133.jpg.png,yellow_cone,1173,216,1185,235
BME_00133.jpg.png,blue_cone,1152,211,1162,228
BME_00133.jpg.png,yellow_cone,1091,214,1103,235
BME_00133.jpg.png,blue_cone,1053,211,1061,227
BME_00133.jpg.png,blue_cone,614,235,626,263
BME_00133.jpg.png,blue_cone,626,220,638,242
BME_00133.jpg.png,blue_cone,697,219,707,238
BME_00133.jpg.png,blue_cone,727,240,740,268
BME_00133.jpg.png,yellow_cone,892,216,905,237
BME_00133.jpg.png,yellow_cone,859,221,872,243
BME_00133.jpg.png,unknown_cone,236,228,261,261
BME_00133.jpg.png,unknown_cone,293,231,321,266
BME_00133.jpg.png,unknown_cone,390,235,420,273
BME_00133.jpg.png,unknown_cone,489,238,525,281
BME_00133.jpg.png,unknown_cone,611,245,650,294
BME_00133.jpg.png,unknown_cone,700,238,747,305
BME_00133.jpg.png,unknown_cone,187,225,210,255
BME_00133.jpg.png,unknown_cone,146,223,166,251
BME_00133.jpg.png,blue_cone,773,215,784,234
BME_00133.jpg.png,blue_cone,869,213,880,229
BME_00133.jpg.png,unknown_cone,327,205,336,218
BME_00133.jpg.png,unknown_cone,293,206,302,219
BME_00133.jpg.png,unknown_cone,256,206,266,219
BME_00133.jpg.png,unknown_cone,229,207,237,218
BME_00133.jpg.png,unknown_cone,174,206,183,217
BME_00136.jpg.png,blue_cone,438,423,580,576
BME_00136.jpg.png,blue_cone,1058,279,1097,344
BME_00136.jpg.png,blue_cone,1237,234,1265,276
BME_00136.jpg.png,blue_cone,1432,219,1456,252
BME_00136.jpg.png,blue_cone,1675,213,1693,242
BME_00136.jpg.png,yellow_cone,1790,277,1834,343
BME_00136.jpg.png,yellow_cone,1742,315,1814,406
BME_00136.jpg.png,yellow_cone,1759,415,1870,575
BME_00136.jpg.png,large_orange_cone,1797,193,1823,240
BME_00136.jpg.png,large_orange_cone,1844,190,1870,240
BME_00136.jpg.png,blue_cone,1934,206,1958,237
BME_00136.jpg.png,blue_cone,2054,203,2078,233
BME_00136.jpg.png,large_orange_cone,2110,208,2156,278
BME_00136.jpg.png,yellow_cone,1957,239,2003,287
BME_00136.jpg.png,yellow_cone,1845,252,1893,312
BME_00136.jpg.png,large_orange_cone,2180,207,2204,275
BME_00136.jpg.png,blue_cone,2122,188,2138,208
BME_00136.jpg.png,blue_cone,2098,191,2117,217
BME_00140.jpg.png,blue_cone,911,300,963,373
BME_00140.jpg.png,blue_cone,1182,285,1228,350
BME_00140.jpg.png,blue_cone,1644,291,1700,362
BME_00140.jpg.png,blue_cone,2070,307,2142,393
BME_00140.jpg.png,blue_cone,174,423,290,561
BME_00140.jpg.png,yellow_cone,2128,195,2139,217
BME_00140.jpg.png,yellow_cone,1982,195,1997,219
BME_00140.jpg.png,yellow_cone,2050,186,2063,205
BME_00140.jpg.png,yellow_cone,1854,193,1867,210
BME_00140.jpg.png,yellow_cone,1725,186,1735,205
BME_00140.jpg.png,yellow_cone,1609,184,1618,200
BME_00140.jpg.png,yellow_cone,1543,179,1554,198
BME_00140.jpg.png,yellow_cone,1588,177,1598,194
BME_00140.jpg.png,yellow_cone,1636,179,1645,194
BME_00140.jpg.png,blue_cone,1441,183,1450,200
BME_00140.jpg.png,blue_cone,1510,181,1522,201
BME_00140.jpg.png,blue_cone,1408,180,1417,197
BME_00140.jpg.png,blue_cone,1396,182,1404,196
BME_00140.jpg.png,blue_cone,1751,195,1764,214
BME_00140.jpg.png,blue_cone,1907,199,1925,220
BME_00140.jpg.png,blue_cone,2120,207,2139,232
BME_00140.jpg.png,blue_cone,1613,192,1625,208
BME_00149.jpg.png,yellow_cone,1306,377,1395,496
BME_00149.jpg.png,yellow_cone,904,323,964,403
BME_00149.jpg.png,yellow_cone,690,300,734,360
BME_00149.jpg.png,yellow_cone,604,284,644,328
BME_00149.jpg.png,yellow_cone,686,260,718,296
BME_00149.jpg.png,yellow_cone,805,250,827,282
BME_00149.jpg.png,yellow_cone,883,244,901,268
BME_00149.jpg.png,yellow_cone,944,234,960,258
BME_00149.jpg.png,yellow_cone,986,228,1000,252
BME_00149.jpg.png,yellow_cone,1013,228,1027,246
BME_00149.jpg.png,yellow_cone,1027,224,1039,244
BME_00149.jpg.png,blue_cone,318,274,354,314
BME_00149.jpg.png,yellow_cone,492,256,520,288
BME_00149.jpg.png,blue_cone,622,246,642,274
BME_00149.jpg.png,blue_cone,712,238,728,262
BME_00149.jpg.png,blue_cone,769,234,785,256
BME_00149.jpg.png,blue_cone,814,228,826,248
BME_00149.jpg.png,yellow_cone,831,220,841,232
BME_00149.jpg.png,blue_cone,798,227,810,245
BME_00149.jpg.png,blue_cone,756,226,768,242
BME_00149.jpg.png,yellow_cone,971,222,983,238
BME_00149.jpg.png,yellow_cone,911,220,923,236
BME_00149.jpg.png,yellow_cone,872,220,880,234
BME_00149.jpg.png,blue_cone,880,212,888,224
BME_00149.jpg.png,yellow_cone,650,220,658,234
BME_00149.jpg.png,blue_cone,629,225,641,241
BME_00149.jpg.png,yellow_cone,1012,220,1024,237
BME_00152.jpg.png,blue_cone,1628,235,1656,273
BME_00152.jpg.png,blue_cone,1826,228,1858,268
BME_00152.jpg.png,blue_cone,1922,226,1954,266
BME_00152.jpg.png,blue_cone,2054,229,2090,271
